用户名,UID,IP归属地,楼层,时间,评论内容
饿哦地,326208912,山东,2746,2025-06-17 12:32:51,为什么我感觉像虚无希儿
卡厨爻鱼,275069806,江苏,2745,2025-06-17 12:32:50,海瑟音大人，我一个玩DOT的靠您救命了
冻柠茶走冰,79975667,广东,2744,2025-06-17 12:32:49,
LY尘风,387995547,山东,2742,2025-06-17 12:32:48,希儿加李素裳？
嗷嗷说,258748184,湖北,2740,2025-06-17 12:32:46,脸有点像素裳，衣服有点像希儿，动作有点像灵纱。我也是玩上了拼好人
偶像小隐的忠实粉丝,337290649,河南,2739,2025-06-17 12:32:46,素裳的头，芽衣的脸，希儿的衣服
sjxigj,406441700,四川,2738,2025-06-17 12:32:45,有点像少女
sjiemdhx,247498023,江苏,2735,2025-06-17 12:32:41,灰色的小鱼苗是说爷吗？每个黄金裔对爷都有特定的称呼，感觉要决战来个大的
波路梦可可饼,359404151,天津,2734,2025-06-17 12:32:41,怎么感觉和查分宇宙里的立绘不太像呢
INDhe,19589204,重庆,2733,2025-06-17 12:32:38,好看
charlie普斯,82276331,山东,2732,2025-06-17 12:32:37,希儿的衣服素裳的脸
饕餮の,129307437,广东,2731,2025-06-17 12:32:31,好好好
雨水文武,387802217,浙江,2730,2025-06-17 12:32:30,今天是发立绘的时候吗？？？
一片夜幕,302994979,广东,2729,2025-06-17 12:32:30,
蹭岩神的饭,349346930,河南,2728,2025-06-17 12:32:29,右腿的丝袜，是被撕了么？
露西姆给你一拳,348078968,河南,2726,2025-06-17 12:32:29,这个表情有点像阮梅
花生Tang,261406531,浙江,2725,2025-06-17 12:32:29,所以dot队都是躺平角色是吗？
东兴耀阳我爱你,316175810,,2724,2025-06-17 12:32:28,好好看好喜欢但是是dot的队我不玩
敲代码的喵,381666636,四川,2720,2025-06-17 12:32:24,小灰毛们喜提新爱称“灰色的小鱼苗”
浮云只想听她说,299506671,新疆,2719,2025-06-17 12:32:23,说句不好听的，我们dot王朝了
暮时君,353433606,山东,2718,2025-06-17 12:32:23,"怎么有种网骗的感觉？
"
韶华拾梦,4900884,山东,2716,2025-06-17 12:32:21,其实按定位，比较像樱
索远,21088055,湖北,2715,2025-06-17 12:32:19,拉小提琴的李素裳，我怎么会做这样的梦
文羽白,75514697,贵州,2713,2025-06-17 12:32:18,第一眼看上去像p的，第二眼还真长这样啊
麻薯章鱼,265999897,四川,2712,2025-06-17 12:32:18,衣服像希儿脸像阮梅 看剪影以为是少女体
焚天之流焰,367041402,广东,2710,2025-06-17 12:32:16,海瑟音：愿下一场盛宴永恒
蓝千翎,333406334,河南,2709,2025-06-17 12:32:16,"新角色预告✘
新的赛诺冷笑话✔"
冬天之后的樱花,196926161,河南,2708,2025-06-17 12:32:15,李素裳咋去翁法罗斯了？
我爱Chocolate,199115130,江苏,2707,2025-06-17 12:32:13,衣服有点像希儿
机械核心·织节真冬,76457405,江苏,2705,2025-06-17 12:32:11,居然不像伊甸？
梦梦守护者,287008427,云南,2704,2025-06-17 12:32:11,怎么长得那么像隔壁崩三的寻梦者呀？
天羽清明,381901323,广西,2703,2025-06-17 12:32:11,(๑•̀ㅂ•́)و✧
阿尔泰12346,383192657,河北,2701,2025-06-17 12:32:08,dot队又来新人了？
蓝纹酪,321154669,山东,2700,2025-06-17 12:32:07,感觉像芽衣加素裳
随风打酱油70,162811014,四川,2698,2025-06-17 12:32:04,多半又是个跟dot没半毛钱关系的直伤c
指绕寂寞,160343733,山东,2697,2025-06-17 12:32:04,灵砂穿了希儿的衣服
极昼栀子青,298300020,重庆,2695,2025-06-17 12:32:02,那海瑟音是否算一种浪花骑士？
阴小会,392120960,湖北,2693,2025-06-17 12:32:01,可怜的希儿，又老又牢就算了衣服还被扒了
落小尘呐,340262897,重庆,2692,2025-06-17 12:32:01,只有我觉得像贝洛伯格的希儿吗
朴朴噜,383753414,广东,2691,2025-06-17 12:32:00,这就是李素裳啊
瀚林教颐,367742203,山东,2689,2025-06-17 12:31:59,美工越来越呆板了啊
kdjfoek,310498157,四川,2688,2025-06-17 12:31:58,感觉不太像李素裳，像灵砂换了件衣服
Wild24,306165829,重庆,2687,2025-06-17 12:31:58,感觉是受素裳借了希儿的衣服
PoLarisy,321072757,安徽,2686,2025-06-17 12:31:57,这是真要开始下一个轮回了
前进的正一,161026158,新疆,2685,2025-06-17 12:31:56,她真好看
初心等闲,252959956,陕西,2684,2025-06-17 12:31:56,破洞丝袜…我抄
落日皆黄昏,342942989,湖南,2681,2025-06-17 12:31:52,dot需要你
鬼泣5启动,380974018,上海,2680,2025-06-17 12:31:51,看之前的图没想到配色这么像希儿，紫色系再加一！
紫吟枫宸,159481581,山西,2679,2025-06-17 12:31:45,素裳是你吗
莀谎,332229281,江西,2678,2025-06-17 12:31:42,怎么服饰上有种希儿的既视感
团子牛奶QWQ,160682860,河南,2677,2025-06-17 12:31:41,李大枕头是你吗？
吸吸符气,336675446,广东,2676,2025-06-17 12:31:40,她跟小李好像啊
U呵呵,308097266,吉林,2675,2025-06-17 12:31:38,李大枕头➕后崩芽衣
天命即定9,287105478,安徽,2674,2025-06-17 12:31:38,芽衣
波路梦可可饼,359404151,天津,2673,2025-06-17 12:31:37,啊？？
吾妻壹柒零57170,73783885,四川,2672,2025-06-17 12:31:37,难道就我一个人觉得这脸像芽一吗？
我叫米哈鱼,386569880,广东,2671,2025-06-17 12:31:34,666黑川茜吗，那不得不抽了
安琪馨,279260780,广西,2670,2025-06-17 12:31:33,
秋叶枫飏,397060218,湖北,2669,2025-06-17 12:31:31,不是兄弟，你这游戏真的不出四星角色了吗
浮沉流年若往昔,129393514,河北,2668,2025-06-17 12:31:31,
柒星qi,285800413,安徽,2667,2025-06-17 12:31:30,海瑟音不是死了吗？任务中不是提起她在千年前黑潮来临时奋勇杀敌但仍然被吞噬吗？难不成开拓者离开翁法洛斯后重返到了翁法洛斯一千年前？那就是说我们还有机会见到阿格莱雅，赛法莉亚，缇宝，缇安，缇宁了？
Steven312,83592258,江苏,2666,2025-06-17 12:31:30,下一个预告是明天发么？刻律德菈？
夏广林,400895636,海南,2665,2025-06-17 12:31:29,太好了！是黑丝长腿大姐姐，dot有救了
蝶舞月夜中,376505287,湖北,2664,2025-06-17 12:31:29,裂伤伤害不超过攻击力200%就老实了
13245636,295067389,江苏,2663,2025-06-17 12:31:29,啧，我一直以为海瑟因是冷艳那挂的长相
落洛骆骆,310789536,广东,2661,2025-06-17 12:31:27,哇靠，腰像希儿，头像素裳，拼好角色吗这是？
流星de旅途,287836299,广东,2660,2025-06-17 12:31:25,还有一个呢
堇殊,291122434,广东,2659,2025-06-17 12:31:24,装束变了，这套颜色搭配很希儿啊
流琛苏,208889643,河北,2658,2025-06-17 12:31:24,海瑟音你的丝袜破洞了可以拿来给我我给你补上
鬼伶祁,451048770,,2657,2025-06-17 12:31:22,可以变成海瑟音姐姐的小海豹么
矜天天,399779117,安徽,2656,2025-06-17 12:31:22,你说这姐们砍了六万人
剧透了扣扣,302553843,江苏,2655,2025-06-17 12:31:21,多少年没出4星了？
星梦阁阁主,287404485,江苏,2654,2025-06-17 12:31:20,"素裳加火星重女的感觉…
感觉有点冒犯了
对不起，对不起"
恨无人似花,441945481,四川,2651,2025-06-17 12:31:19,怎么还有战损
伊维尔卡娜Velkhana,424057508,广东,2649,2025-06-17 12:31:18,蕾耶拉是你吗
砂金shajin,359439760,贵州,2648,2025-06-17 12:31:18,妈妈级别
A翡,370141937,广东,2646,2025-06-17 12:31:14,素裳的脸，希儿衣服配色，白露立绘背景，手和腿有点像黑天鹅和卡芙卡，还有什么可以补充的
昼流,348712058,湖南,2645,2025-06-17 12:31:14,日文cv是菜香啊，我去
就要来这立法典,81066836,浙江,2644,2025-06-17 12:31:12,蝶宝一开始3.0时视频给我感觉像格蕾修，海瑟音这给我感觉像李素裳，加上她配音是羽兔和塞西莉亚，估计实装后大概率色气程度很高，可惜我囊中羞涩二队都还没搞定还有不玩dot，只能含泪跳过了
想回太一梦睡觉,332711885,广西,2643,2025-06-17 12:31:09,成熟的身体配上一张没有被知识污染过的脸，有点难绷
苏十一V,289151467,湖北,2642,2025-06-17 12:31:06,希儿穿黑丝了
听风阅海语,293828880,河南,2641,2025-06-17 12:31:06,
745330,343844392,重庆,2640,2025-06-17 12:31:03,这配色，异格希儿
音期,76087462,广东,2639,2025-06-17 12:31:02,又是个大姐姐吗？来点雌小鬼
starbreaker01,363547536,重庆,2638,2025-06-17 12:31:02,要是不绑卡妈，我就抽，因为我没卡妈
绯月惨羽,317821691,江苏,2637,2025-06-17 12:31:02,像是海洋元素的希儿，加上张素裳的脸
吃掉那条余,308558850,广东,2636,2025-06-17 12:31:01,有点心动，小号有470抽，目前打算抽白厄周日刻律丹恒全0+1一队，不知道还能不能拿下这个0+1，有机会再补卡夫卡和黑天鹅组一个dot
懦谠赏老凸,208702747,四川,2634,2025-06-17 12:30:57,跟想象完全不一样
这就离谱了吧,282946005,浙江,2633,2025-06-17 12:30:57,素裳？你不是在仙舟吗
长白思故,331980539,江苏,2631,2025-06-17 12:30:52,李……李素裳？
踏雪乌啼,74544248,江苏,2630,2025-06-17 12:30:50,素商你怎么抢了希儿的衣服穿，是不是还从你的好姐妹那搞来了破洞黑丝…
鸭鸭敲暖心,82023026,广东,2628,2025-06-17 12:30:48,能不能出个新4星
银角仔,388456801,江西,2627,2025-06-17 12:30:47,这黑丝，爱了爱了
dbhvbvg,179762379,广东,2626,2025-06-17 12:30:46,李素裳？
从断氪开始的崩铁,317158404,山东,2625,2025-06-17 12:30:43,原来我是dot玩家啊
候人归,417921144,山东,2624,2025-06-17 12:30:37,素裳把衣服还给希儿
MoNuMonU,314550657,广西,2623,2025-06-17 12:30:36,她居然叫我小鱼苗
古月云生,334876636,河南,2622,2025-06-17 12:30:35,素裳➕希尔➕米丝特琳沙尼亚特
西希熙曦,320526210,黑龙江,2621,2025-06-17 12:30:34,怎么感觉跟之前剧情里的图（图找不到了）发型不太一样了
无铭帝胄,161525813,吉林,2619,2025-06-17 12:30:32,"所以果然要回到过去了吗？
我记得在之前版本的剧情里边这个角色是已经确定死掉了。
但是从这个角色的话来看，她见到了主角。"
神君发射器实名上网,318556130,四川,2618,2025-06-17 12:30:32,怎么看着那么像李素裳
雨一直下ff,294800457,河南,2617,2025-06-17 12:30:32,卧槽卧槽卧槽卧槽 这下计划有变了
小心甘º,72750269,湖南,2616,2025-06-17 12:30:31,你看着杯子像不像欢愉，万一是虚无打追击的呢，我是说万一
猎人与巫师,367377330,重庆,2615,2025-06-17 12:30:26,第一眼芽衣，第二眼李素裳
莴笋DD,418007649,湖南,2613,2025-06-17 12:30:24,素裳你怎么穿着希尔的衣服？
决心熊,213210888,江苏,2612,2025-06-17 12:30:23,发动魔法卡融合，将芽衣、素裳、希儿作为融合素材，召唤海瑟音
渡尘浮生,400623722,山东,2611,2025-06-17 12:30:23,素裳+阮梅+希儿
fchjgfcvb,100850448,河北,2610,2025-06-17 12:30:21,都是崩坏三的老舰长了。
风起地再也没有风了,334273806,黑龙江,2609,2025-06-17 12:30:20,看起来像李素裳和芽衣的组合
斯竹,75823547,安徽,2608,2025-06-17 12:30:19,蕾耶拉？
隽尧Dasein,311143344,江西,2606,2025-06-17 12:30:18,哇，海瑟音，抽抽
咸鱼羲和,51914765,,2605,2025-06-17 12:30:18,海瑟音出来以前我一直以为是白色衣服那
HJKLI,444917143,河北,2604,2025-06-17 12:30:17,居然没有传统腿环
坑你点儿W,7286347,辽宁,2603,2025-06-17 12:30:16,右腿战损！
木叶路,390338460,陕西,2602,2025-06-17 12:30:16,是你吗李素裳
wrz好大儿,316473500,山东,2601,2025-06-17 12:30:16,衣服想希儿
幻蝶梦星海,73895503,广西,2600,2025-06-17 12:30:11,素裳你穿人家希儿的衣服做什么
chenllla,421421153,北京,2599,2025-06-17 12:30:11,李素裳+桂乃芬+希儿素裳的脸，小桂子的丝袜，希儿的衣服
雨宫十天,326169939,海南,2598,2025-06-17 12:30:11,有点像希儿
冬海s,349475003,江苏,2597,2025-06-17 12:30:09,素裳：另一个我？
司北北北北北北,354524962,江苏,2596,2025-06-17 12:30:09,为什么海瑟音立绘现在才发？因为她缺琴了
言闻于此,343428649,江苏,2594,2025-06-17 12:30:05,
关于有7音乐,317451664,江西,2593,2025-06-17 12:30:05,哪个版本上线？
肆毁,445932700,广西,2591,2025-06-17 12:30:05,海素希
取名字什么的毁灭吧,100455640,江苏,2589,2025-06-17 12:30:03,人山人海的素裳
亚夜霞,308510407,广东,2588,2025-06-17 12:30:01,这形象跟我想象的完全不一样……
xuezhanmo,73733915,,2587,2025-06-17 12:30:01,那一天 希儿和素裳都犯错了
L.L.&C.C,6661063,河南,2585,2025-06-17 12:30:00,看模拟宇宙的剪影，还以为是像伊甸呢，出来一看，素裳的头，希儿的衣服。难评，现在希望剧情和强度双达标，不让我的卡妈和牢鹅还有坐牢
叁秋过半,284259926,广东,2584,2025-06-17 12:30:00,？
O小纯K,352379872,贵州,2583,2025-06-17 12:29:59,希儿加素裳
云边来风,271078662,湖北,2582,2025-06-17 12:29:59,爱了
雪炽凌,279370900,河南,2581,2025-06-17 12:29:57,李素裳你不是在崩三吗
ignoredo,289838843,青海,2580,2025-06-17 12:29:57,什么吗，吓死了我了，原来是上半c，我以为下半c那，抽什么白皇，我9金dot 有救了，抽11海，和我卡妈组一辈子dot 队
包爱淡游的,446260098,广西,2579,2025-06-17 12:29:56,感觉怪怪的
苍恒,300229386,宁夏,2578,2025-06-17 12:29:56,咋说呢，伊甸版的小李子？
邪镜影途,107728548,四川,2576,2025-06-17 12:29:53,这个配色你说这是物理虚无？
Atlantisland,406394276,江苏,2574,2025-06-17 12:29:52,这个姿势搞个男角色我就嘶哈嘶哈
锅巴牛柳,217279708,河南,2572,2025-06-17 12:29:51,拿到隔壁说是素裳新装甲
南宫冥苍,286514636,湖南,2570,2025-06-17 12:29:50,素裳加希儿，这波dot队看来还得沉寂
呕嗯哼啊啊啊啊啊啊啊,346830326,安徽,2569,2025-06-17 12:29:49,裙子像牢希
九千里寻,336326356,黑龙江,2568,2025-06-17 12:29:49,有点像黑希和李素裳结合体
夏叶的夏曦,343464331,海南,2566,2025-06-17 12:29:46,来了来了
治愈小安,324613685,福建,2565,2025-06-17 12:29:45,后面不是还有刻律
atycjcydthydro,366170949,贵州,2564,2025-06-17 12:29:45,袖子感觉是半透明的啊...不知道建模会怎么做
仓王不想起床,292328751,广东,2563,2025-06-17 12:29:44,只需等待.jpg
秋之后,180239,浙江,2562,2025-06-17 12:29:43,看来刻律德拉就是符华脸了
聪明可爱丛雨酱,450041872,浙江,2561,2025-06-17 12:29:43,涩之律者
少7777,393750671,广东,2558,2025-06-17 12:29:41,这照片是你吗
清晨思南极,383233835,广东,2556,2025-06-17 12:29:39,看来官方发帖出错了呢，还改了一下，被我发现了吧
冰菓冰菓丶,389483271,河北,2555,2025-06-17 12:29:39,戳xp了 抽爆
若愚nc,346323684,山西,2554,2025-06-17 12:29:38,乍一看希儿/素裳，但是特效比希儿强，星级比素裳高，强度？dot队站起来再说吧
猫溟,7771305,河北,2553,2025-06-17 12:29:38,这衣服怎么跟希儿的那么像....
落英笑,4913823,黑龙江,2552,2025-06-17 12:29:37,这什么龙丹+希儿+素裳啊
其香始升,360536410,江西,2550,2025-06-17 12:29:36,跟我想得不太一样诶
云兮凤,222239154,云南,2549,2025-06-17 12:29:35,
Franco0442,418632188,北京,2548,2025-06-17 12:29:35,幻视灵砂
乌乌蒲,426849880,江苏,2547,2025-06-17 12:29:35,早说啊，这么好看。
我不是鼬神,302446098,湖南,2546,2025-06-17 12:29:35,有点像我老婆，这能说吗？
夕禾笙箫玥,76071304,湖北,2545,2025-06-17 12:29:34,人妻素裳
讨你心欢,333805367,湖北,2544,2025-06-17 12:29:33,素裳？这脸第一眼以为看错了
闲余ZZzz,346035875,河南,2542,2025-06-17 12:29:31,感觉有点像灵砂 是我的错觉？
看厌了一切灬,306344277,河北,2541,2025-06-17 12:29:30,不在巅峰时慕名而来，不在低谷时转身离去，我要组一辈子dot队，海瑟音我来啦！
有有趣的名字吧,261553548,河北,2540,2025-06-17 12:29:29,海瑟音能拯救dot吗
陈君无缘,347904987,四川,2539,2025-06-17 12:29:28,确实有点儿像素裳
浮沉千年,286673050,,2538,2025-06-17 12:29:28,？又是毁灭又是虚无？
听风阅海语,293828880,河南,2537,2025-06-17 12:29:28,灵砂？
乌冬冬冬冬,160363738,河南,2536,2025-06-17 12:29:25,这配色竟然是物理？？？？？
yu我心,75427011,广东,2535,2025-06-17 12:29:24,希儿配色，芽衣的头
冰菓冰菓丶,389483271,河北,2534,2025-06-17 12:29:23,好看
飞上天际的鸟,271046452,广东,2533,2025-06-17 12:29:23,李素裳加希儿拼好角是吧
辰5550,303189582,广东,2532,2025-06-17 12:29:22,那一晚，希儿、蕾耶拉、李素裳，还有灵砂，都喝多了
因为九曲,412585028,江苏,2527,2025-06-17 12:29:19,谁能翻译一下翁法罗斯那个文字呢？
银河创新成长混合,380407960,广东,2526,2025-06-17 12:29:19,头上有犄角？
宿舍看守者,160397707,江苏,2524,2025-06-17 12:29:19,酷
斯洛卡宁娜,305192161,,2520,2025-06-17 12:29:15,dot厨，出列！
与三月,291811651,广东,2519,2025-06-17 12:29:14,你不说是海瑟音，我还以为素裳出sp了
ohayoooooo,376915021,江苏,2518,2025-06-17 12:29:13,好耶！ 是破洞黑丝
melodyer,288797964,广东,2515,2025-06-17 12:29:11,素裳你好
XXssXX,332584712,山东,2514,2025-06-17 12:29:10,跟我想象的有点区别呢，就好像风堇那会一样
起个昵称想到芽衣,74187663,,2513,2025-06-17 12:29:09,希儿
可可爱爱伏特加女孩,83724298,河南,2512,2025-06-17 12:29:08,一眼李奶奶
金文1,346341244,山东,2510,2025-06-17 12:29:07,似曾相识
守护丿旧时光,258896589,福建,2509,2025-06-17 12:29:07,我觉得不大好看
蓝千翎,333406334,河南,2508,2025-06-17 12:29:05,好眼熟
干翻忽悠原崩永存,346285473,湖北,2507,2025-06-17 12:29:04,立绘下的翁法罗斯文字翻译May the next feast be eternal下一场盛宴会永恒不歇吗？
鬼相谋,335821575,北京,2506,2025-06-17 12:29:04,战双玩家——赛琳娜
痞子小春,382881353,福建,2505,2025-06-17 12:29:04,这海瑟因怎么一股李素裳的既视感
霁111,402500944,安徽,2504,2025-06-17 12:29:03,海瑟音，美😍
BAANGBOOO,340651167,海南,2503,2025-06-17 12:29:02,希儿加素裳加花火加遐蝶？
kl6ZtJhoYeX7,356673163,福建,2502,2025-06-17 12:29:02,有点瑟
柳子叶2号,381062932,广东,2501,2025-06-17 12:29:02,希儿的衣服素裳的脸，灵砂的姿势
Starlords,380562588,上海,2500,2025-06-17 12:29:02,李素裳即视感
VioletBeak,367765431,安徽,2499,2025-06-17 12:29:00,终于等到你
白菜Cynthia,417561548,,2497,2025-06-17 12:28:58,"May the next feast be eternal.
愿下一场欢宴永不落幕。"
烛天123456,32072408,广东,2494,2025-06-17 12:28:57,有种李素裳cos阮梅，抢了希儿衣服的感觉
qweerzs,166059740,江苏,2493,2025-06-17 12:28:57,海列屈拉，要是保留这个原名，真的难懂。。海瑟音好听多了，还好懂的多
linyiR,266309971,广东,2491,2025-06-17 12:28:56,就我觉得衣服像镜流嘛
都是夏天a,391929452,福建,2490,2025-06-17 12:28:55,
水云歌,304443867,广西,2489,2025-06-17 12:28:55,丝袜上怎么破了个洞
莎莎杉,288962233,海南,2488,2025-06-17 12:28:55,希尔同款衣装
该次个合唱团,74292095,上海,2485,2025-06-17 12:28:52,裳裳，你怎么穿上了希儿的衣服
写进故事的篇章,449464687,四川,2483,2025-06-17 12:28:49,物理虚无没谁了
大题只会写解,390917303,福建,2482,2025-06-17 12:28:48,dot队终于要站起来了吗
ljw陌陌,317831291,湖北,2481,2025-06-17 12:28:45,感觉像是崩坏三符华的大徒弟林朝雨。
拾柒barry,381553833,广东,2480,2025-06-17 12:28:44,就我注意到没有腿环吗
岚澜蓝斓,12295774,广东,2479,2025-06-17 12:28:44,咦，莫名有种仙舟角色的感觉，是因为这个小外套吗
三途河的渡者,304582839,上海,2476,2025-06-17 12:28:43,穿着像量子，听着像安柏，但是物理
我就乱来,349747605,广东,2475,2025-06-17 12:28:42,怎么真好看
刀刀酱来喽,337399325,陕西,2474,2025-06-17 12:28:42,她和李大枕头好像啊。懂了异格李大枕头
无想君,422190160,福建,2473,2025-06-17 12:28:40,我寻思海瑟音不已经死了吗？
宅男萌miku,385293997,河北,2471,2025-06-17 12:28:38,形象有些出乎预料、很像李大枕头 、
pikaka,179161354,河南,2470,2025-06-17 12:28:37,新的神秘dot女子，怎么有点像后崩芽衣啊
五A级,350147162,山东,2469,2025-06-17 12:28:35,我的小鱼，你醒了
1萌新舰长,87106760,河南,2466,2025-06-17 12:28:32,后崩芽衣？
寒灰自暖,357409934,四川,2465,2025-06-17 12:28:32,为什么有一点希儿的既视感
fiction,328770356,四川,2463,2025-06-17 12:28:30,伊甸同位体？又是dot队的？
魈宝555贴贴,358512570,山西,2461,2025-06-17 12:28:26,你和这位什么关系朋友
夜家月痕,82396936,广东,2459,2025-06-17 12:28:25,这也是个歌姬吧
秋枫渺,108735606,上海,2457,2025-06-17 12:28:24,右上角文字
哎嘿啾咪,448846352,福建,2456,2025-06-17 12:28:23,又虚无量子，黄金义量子队站一半是吧
幻想空幻,201349468,广东,2454,2025-06-17 12:28:22,崩三片场刚下线就跑过来了？
黑桃0326,297265824,山东,2453,2025-06-17 12:28:21,好看诶比想象中的还好看可惜我要抽白厄
是吱呀,323401838,黑龙江,2452,2025-06-17 12:28:21,素裳？发型有点像
cangyun0000,290260836,上海,2451,2025-06-17 12:28:20,我居然在一个角色上看到了灵砂 希儿 大黑塔三个人的影子
林倾乐汐,255829107,广西,2450,2025-06-17 12:28:20,李素裳啊这是
血樱卍,297615986,浙江,2448,2025-06-17 12:28:18,不是，怎么感觉是灵砂的身形+崩三素尚的即视感+希儿衣服的结合啊
小九馋魈身,241005111,陕西,2446,2025-06-17 12:28:17,海瑟音姐姐
注意77嘘,343115262,广东,2445,2025-06-17 12:28:17,怎么感觉
没头脑和高兴,354845750,山东,2444,2025-06-17 12:28:16,素裳是你吗？
阿眠不ke药,298487467,江苏,2443,2025-06-17 12:28:14,终于要来了吗，dot队女子
一盒牛肉条,312553501,安徽,2442,2025-06-17 12:28:13,dot队会赢的
8芓,371988606,安徽,2441,2025-06-17 12:28:12,我的评价:希儿配色的素裳
吕永康,314553376,浙江,2440,2025-06-17 12:28:12,"希儿
职位：联动密码管理员
培训时间：现实时间三天
任期：半年（打 黑 工）"
人文学院路口,384828159,河北,2438,2025-06-17 12:28:11,dot有救了😭😭😭😭😭
沉海莫,283198099,四川,2436,2025-06-17 12:28:11,可以期待这是最适合卡妈的dot吗
e你怕不是妖怪,308697936,安徽,2433,2025-06-17 12:28:09,这……
不歪001,275000783,海南,2431,2025-06-17 12:28:08,是李素裳出了轨，还是灵砂劈了腿
畅游乐土电电龙,74834066,山东,2430,2025-06-17 12:28:08,嗯了抽了
八除三余二,195786822,福建,2429,2025-06-17 12:28:06,要到八月底才能见到了
卖鱼强舰长,81381945,山东,2428,2025-06-17 12:28:06,"这位不是早die了吗？
嗷，想起来了，是战争后融入大海失踪了好像是"
名字？不告诉你,73943156,广东,2427,2025-06-17 12:28:05,头是李素裳和灵砂，上衣是希儿，动作像花火，你是谁
十三摆烂,335053627,四川,2426,2025-06-17 12:28:05,你告诉我我她一个人砍了8万个
浮华夏城,276064767,河南,2424,2025-06-17 12:28:04,实话实说，有点期望过高了，现在看着稍微有点失望，看起来和之前的感觉气质就不一样
齐文晓,244972823,江苏,2423,2025-06-17 12:28:04,拼好脸拼好衣拼好姿势吗
普通的申鹤厨,283175716,湖北,2422,2025-06-17 12:28:01,我第一眼看到她时想到的是芽衣
倾萌,189226072,湖北,2421,2025-06-17 12:28:01,破。。。破洞黑丝！？
dhcdk,332947503,山东,2420,2025-06-17 12:28:01,素裳同位体
情风ff,289212377,河南,2419,2025-06-17 12:28:00,还有没有
陆三清,76410227,山东,2418,2025-06-17 12:27:59,灵砂，你换身衣服我就不认识你了？
这个人怎么没有名字啊,310067764,辽宁,2417,2025-06-17 12:27:58,怎么长得人山人海的
我心向东,192771647,北京,2415,2025-06-17 12:27:57,除了五星不会出角色了属于是
冰镇小肥羊,179080714,四川,2414,2025-06-17 12:27:57,为啥丝袜是破的？
是梦小秋呀,376372268,四川,2413,2025-06-17 12:27:56,隔壁魅魔梦见月同款CV
黑潮流量,8994569,上海,2412,2025-06-17 12:27:54,有认识的大佬翻译翻译吗？
夜千焰,336976903,天津,2411,2025-06-17 12:27:54,衣服像希儿，脸像素裳
甜酒ii,267267642,贵州,2410,2025-06-17 12:27:53,是你吗？李大枕头
人家最喜欢猫猫,326273617,天津,2409,2025-06-17 12:27:52,素素素素.....素....素...素...素裳?
啊阿水水水水水水,332784582,山东,2408,2025-06-17 12:27:50,dot队的春天来了吗
咕咕咕不想设计,34662432,中国香港,2407,2025-06-17 12:27:48,又是这样的配色，这都几个了？希儿、卡芙卡、符玄、黄泉、翡翠、瑕蝶。好歹换些不同明度的紫色，多些色彩搭配啊，别全是紫+蓝。
文名也,313085080,广东,2403,2025-06-17 12:27:46,希尔+李素裳+新海
雪梅呢,249627575,云南,2402,2025-06-17 12:27:45,这姿势怎么有点像灵砂？
知更鸟小姐的鞋,362226693,江苏,2400,2025-06-17 12:27:44,似是故人来
翟霸天,379291006,山东,2397,2025-06-17 12:27:43,破洞丝袜？有品
池木沐,404962631,北京,2396,2025-06-17 12:27:43,哈哈，DOT终于要迎来高光了
昭临落,391865283,陕西,2395,2025-06-17 12:27:42,感觉像仙舟罗浮的新角色
大川有何,208802312,重庆,2394,2025-06-17 12:27:42,衣服像希儿，发型脸型像李素裳，眼睛像芽衣，我嘞个拼多多海瑟音啊
Diooz雷律,288724873,广东,2393,2025-06-17 12:27:42,哇，海之泰坦
四季大枣丿FgEu,76404838,山东,2392,2025-06-17 12:27:42,有点裳裳和芽衣结合起来的感觉
陈小姐CC,426451546,海南,2391,2025-06-17 12:27:42,差点以为是玩家画的
超酷的动作,341579840,山东,2390,2025-06-17 12:27:42,这个好像瑞希同一个CV
忆梦泡,410078763,湖南,2389,2025-06-17 12:27:42,太赞了，我放仓库里的dot队终于要重现辉煌了
雪绒花不回复,361296669,吉林,2387,2025-06-17 12:27:39,直接提到天外的英雄了唉
紫草雨果,383854789,安徽,2386,2025-06-17 12:27:39,希望建模好看点
我真的是手残党,418166835,浙江,2383,2025-06-17 12:27:37,好看，，没资源了，，
安安安柒月,311520282,江苏,2380,2025-06-17 12:27:35,珊瑚宫素赏（什）
簪su,391409953,湖南,2379,2025-06-17 12:27:35,？？紫色李素裳
梁晓夜,282798910,江西,2378,2025-06-17 12:27:35,别往下翻了，十连五金真君～！
栀菏,76692389,广东,2376,2025-06-17 12:27:34,
大头爱捣蛋,182043669,陕西,2375,2025-06-17 12:27:33,希儿➕白鹿背景
萌新初试,308767986,河南,2374,2025-06-17 12:27:33,《为什么说海瑟音的🦶是必吃的》
peixia,398831256,四川,2373,2025-06-17 12:27:31,美女姐姐，我爱你
暗折,287719912,山东,2372,2025-06-17 12:27:30,脸有点像李素裳，衣服又有点像希儿
卡芙碳,180943696,福建,2371,2025-06-17 12:27:29,计划有变
空白如是,81421730,上海,2370,2025-06-17 12:27:29,这裙摆，怎么跟希儿一样啊
冲矢冠军,388806392,福建,2369,2025-06-17 12:27:28,为什么画的这么像量子属性？
馍馍民,365145472,四川,2367,2025-06-17 12:27:27,是不是你，李大枕头
丹心如恒DH,325762810,浙江,2366,2025-06-17 12:27:26,
